uniref90_cluster	length	percent_identity_to_query
UniRef90_A0A7L1RSW5	433	44.8
UniRef90_UPI001F076E9E	478	44.3
UniRef90_A0A6I9HJ19	434	45.2
UniRef90_A0A3P8PW60	470	44.5
UniRef90_A0A6J0T7Z7	437	43.3
UniRef90_A0A4W6DP71	462	42.5
UniRef90_UPI0028C499C9	440	42.4
UniRef90_H2ZSB5	441	43.1
UniRef90_A0A850XGD4	442	43.5
UniRef90_UPI0035B35F40	465	45.0
UniRef90_A0A3P9NTV0	477	43.9
UniRef90_A0A6P8VZ62	501	44.1
UniRef90_UPI00396C5C87	513	43.6
UniRef90_UPI003B50C4E7	645	44.6
UniRef90_UPI0018D5654B	435	44.8
UniRef90_A0A8C9ZW60	470	44.9
UniRef90_A0A5A9NPH1	483	43.3
UniRef90_A0A7L0VW15	461	43.9
UniRef90_A0A673HSX9	439	42.7
UniRef90_A0A498L607	553	43.3
UniRef90_H3DB36	462	43.2
UniRef90_A0A7K6DK45	440	44.5
UniRef90_UPI0016384DA8	476	41.9
UniRef90_G3X356	476	44.8
UniRef90_UPI002AD42821	501	44.3
UniRef90_A0A3B3B6Y9	435	44.9
UniRef90_UPI003AAF8928	514	41.5
UniRef90_UPI001ABEB78A	526	43.5
UniRef90_A0A672VDZ8	481	44.8
UniRef90_A0A9N7ZCP5	470	44.2
UniRef90_A0A7L1GVQ6	471	44.6
UniRef90_A0A8D2Q5J9	439	39.5
UniRef90_UPI004040F8B5	473	43.7
UniRef90_A0A672YDN7	473	43.5
UniRef90_A0A850X5R6	473	44.4
UniRef90_A0A7K8TM12	473	44.7
UniRef90_UPI0008542E8B	519	43.9
UniRef90_UPI002FE4E7D8	510	42.1
UniRef90_UPI00355C463E	465	44.2
UniRef90_A0AA35NZB6	477	45.0
UniRef90_A0A803SM41	477	43.3
UniRef90_UPI002AD55712	469	43.7
UniRef90_A0A8S4BI28	538	41.5
UniRef90_UPI002AD55221	515	42.5
UniRef90_A0A665TD11	470	43.7
UniRef90_A0A8C5HMN0	470	44.5
UniRef90_A0A3Q0RR38	470	43.9
UniRef90_A0A670Y9A9	449	42.2
UniRef90_A0A6J2VLK4	473	43.8
UniRef90_A0A8J1JCU1	519	43.3
UniRef90_A0ABD1K2H7	485	42.4
UniRef90_UPI002ACD5A3B	475	42.9
UniRef90_UPI003081996C	522	40.9
UniRef90_UPI002ACDE9FD	524	42.0
UniRef90_UPI003462B50A	502	41.2
UniRef90_UPI001B7E0158	436	43.5
UniRef90_UPI00223CD683	447	42.3
UniRef90_UPI0020D1C7E4	470	45.5
UniRef90_UPI0039F1D40C	472	43.1
UniRef90_A0A8J0V486	506	44.9
UniRef90_A0A6P7MPG1	474	44.8
UniRef90_A0ABD1JVP2	486	43.8
UniRef90_A0AAQ4P7G9	486	43.4
UniRef90_A0A3B3Y6A2	475	44.3
UniRef90_UPI00223C9DCB	442	42.5
UniRef90_UPI0037E8CF57	488	44.6
UniRef90_A0A8V1AHJ5	478	44.5
UniRef90_UPI002FC33A0D	467	43.7
UniRef90_UPI003F763751	514	42.2
UniRef90_UPI003A5BC64D	470	43.7
UniRef90_UPI00242D6B83	438	43.8
UniRef90_A0A6J2PQQ7	439	44.0
UniRef90_A0AAJ7TT98	485	45.1
UniRef90_A0A6P9C432	463	44.1
UniRef90_UPI003D9F1E4C	441	44.2
UniRef90_A0A8C5HD87	441	42.8
UniRef90_A0AAV1PPD6	476	41.5
UniRef90_H2UGS6	476	42.6
UniRef90_A0A8C9ZQB3	476	44.3
UniRef90_A0A674CB66	478	43.5
UniRef90_UPI002E11421E	445	42.1
UniRef90_A0A3B3SLG9	490	43.0
UniRef90_UPI003F7780E2	468	44.7
UniRef90_A0AA88MBU4	457	42.3
UniRef90_A0A3B3Y5H6	491	44.3
UniRef90_UPI001FAB5862	514	40.7
UniRef90_A0A9Q1HQM9	538	44.3
UniRef90_A0A7K9SZM5	471	44.4
UniRef90_A0A7K6LUU3	440	44.5
UniRef90_UPI0022222323	474	43.0
UniRef90_UPI001FB66040	442	43.7
UniRef90_UPI002540FB40	498	41.8
UniRef90_A0A3P8TTN8	606	43.7
UniRef90_A0AAV6GKQ1	490	43.6
UniRef90_A0A3B3T697	491	42.6
UniRef90_UPI002FD5114C	514	41.1
UniRef90_UPI0034623843	469	43.3
UniRef90_A0A9D3QAA8	469	44.3
UniRef90_UPI001470B14A	470	43.8
UniRef90_A0A2I0LSM1	471	44.5
UniRef90_A0ABV0WIC8	438	44.1
UniRef90_A0A7K5I8Y0	440	43.8
UniRef90_UPI003703CF41	476	41.3
UniRef90_UPI003F6E90DA	479	43.2
UniRef90_UPI0037E9C344	470	43.7
UniRef90_A0A9F2MVJ3	449	44.3
UniRef90_A0A6P7Y536	564	41.9
UniRef90_UPI00237D432D	472	44.3
UniRef90_A0A7K6R062	473	44.0
UniRef90_A0A9F2R3R7	507	42.4
UniRef90_UPI003B5118B2	542	42.0
UniRef90_UPI0020267910	440	41.4
UniRef90_UPI0039F2038B	440	43.4
UniRef90_A0A6J1VHF0	555	41.0
UniRef90_A0A6G1PIF8	466	44.3
UniRef90_A0A8C0VRP1	500	41.3
UniRef90_UPI001C682888	435	43.4
UniRef90_A0A3B4Y4N0	458	44.0
UniRef90_A0A672H904	481	41.8
UniRef90_A0A9W7WTL9	470	42.9
UniRef90_UPI001471EE56	504	42.0
UniRef90_A0A7L2Y205	438	45.1
UniRef90_A0A6G0IZE5	438	43.8
UniRef90_A0A4W3JDR7	449	43.8
UniRef90_A0A8C2XHY9	472	42.0
UniRef90_A0A7L3LUS0	473	44.6
UniRef90_A0A671SGG2	473	42.8
UniRef90_A0AAV1MZQ3	440	44.6
UniRef90_A0A671T9T9	485	40.8
UniRef90_A0A7J6BRC8	485	42.3
UniRef90_A0AAV6GMZ9	474	43.5
UniRef90_A0A671WAY3	441	42.7
UniRef90_A0AAD1RVQ9	486	44.5
UniRef90_A0A671YD31	476	42.6
UniRef90_A0A3Q3MUU6	476	42.1
UniRef90_UPI00223CC583	465	43.8
UniRef90_A0A7L2SUI3	443	44.6
UniRef90_UPI002406A752	467	43.5
UniRef90_UPI000E454A23	459	44.1
UniRef90_UPI00398091E7	439	42.9
UniRef90_UPI0020154A86	496	41.8
UniRef90_A0A8B9HZ26	474	44.7
UniRef90_UPI001BE9C486	441	42.6
UniRef90_UPI0039946309	476	41.9
UniRef90_UPI001CFA8C78	443	42.4
UniRef90_A0A851D7Z2	477	44.3
UniRef90_A0A7K9X3X1	433	44.4
UniRef90_G3P1P5	512	42.5
UniRef90_H3CYI0	479	44.1
UniRef90_A0A4W4ETB7	470	43.4
UniRef90_A0A9D3T959	472	42.6
UniRef90_A0A3B3WJ93	472	42.9
UniRef90_A0A6P9DSB2	506	40.7
UniRef90_A0A7L3K6V1	440	43.5
UniRef90_A0A8C6WJQ2	440	42.7
UniRef90_A0A096MEY0	442	43.9
UniRef90_A0A8C3QHZ0	488	45.1
UniRef90_UPI00355A36DD	466	44.0
UniRef90_A0A851FEK2	466	43.9
UniRef90_UPI001FB5B64F	445	43.1
UniRef90_UPI00396CC7A7	424	42.5
UniRef90_A0AA97J9N6	469	43.9
UniRef90_A0A3B4XGX5	436	43.9
UniRef90_A0A7K6V9H9	438	43.5
UniRef90_UPI003F67E002	483	43.8
UniRef90_A0A3Q3XLG2	519	42.3
UniRef90_A0A8J6FNH2	485	43.3
UniRef90_A0A6P3W2R6	474	43.5
UniRef90_A0A8C6STU8	464	41.1
UniRef90_UPI001E8EC2A7	476	42.0
UniRef90_A0A672GLV1	476	41.7
UniRef90_UPI00398E896A	489	41.7
UniRef90_UPI0024C3E86B	513	43.3
UniRef90_A0A3N0Y081	469	42.0
UniRef90_A0ABM1KI02	425	41.3
UniRef90_A0A8C4DCT6	471	44.2
UniRef90_UPI0024B5662A	473	44.0
UniRef90_UPI00112BC204	509	41.4
UniRef90_UPI002AC85F6B	475	43.8
UniRef90_A0A8C4YQH1	455	45.2
UniRef90_A0A3B3W0Q1	460	43.9
UniRef90_A0AAN9D6K3	473	42.7
UniRef90_A0A7L3MWB1	440	45.1
UniRef90_UPI00189EA1D4	441	43.8
UniRef90_A0AAW1F2J6	441	43.5
UniRef90_A0A3Q2E8Y1	475	43.8
UniRef90_UPI00112A6B33	476	43.9
UniRef90_UPI0014719C0D	476	41.7
UniRef90_UPI003B58E58C	465	44.5
UniRef90_UPI0014774D4A	523	43.5
UniRef90_A0A667YJG4	490	43.8
UniRef90_A0A670JB10	404	46.3
UniRef90_A0A7K6ARG4	473	44.7
UniRef90_UPI001CE1C7A5	441	42.6
UniRef90_A0A8C8RW46	441	44.6
UniRef90_A0ABQ7TJN8	475	42.3
UniRef90_A0A7L1SH52	431	44.0
UniRef90_UPI001ED8607F	476	42.1
UniRef90_H0Z2I5	476	43.6
UniRef90_A0A091D947	454	38.8
UniRef90_UPI002ADD9422	443	42.7
UniRef90_A0ACE1FA61	534	42.0
UniRef90_UPI001B7E6E7E	445	43.5
UniRef90_A0A401SPS5	490	39.8
UniRef90_A0A8C5RH32	457	42.1
UniRef90_UPI00235ACA62	480	43.0
UniRef90_A0A3Q2DU64	470	42.6
UniRef90_A0A3B1JK06	459	40.6
UniRef90_A0A7K7FVE1	472	45.0
UniRef90_A0A3B3XV02	451	44.4
UniRef90_A0AAV2M893	508	40.5
UniRef90_A0A7K4ZT93	441	43.4
UniRef90_A0A6G1PI37	509	42.3
UniRef90_A0A667XUG9	476	43.4
UniRef90_A0AAV3A1N3	432	43.9
UniRef90_A0AAV6QP08	443	43.8
UniRef90_UPI00237EDDC5	444	39.4
UniRef90_UPI003461DEA6	478	42.0
UniRef90_A0A7L1NCS1	436	42.8
UniRef90_UPI002303B0CC	437	41.6
UniRef90_A0A3Q3MNN4	473	44.3
UniRef90_A0A6P7MIV4	440	42.0
UniRef90_A0A6J2UNQ9	440	41.2
UniRef90_UPI0035292336	441	44.8
UniRef90_A0A8S4BHF7	475	42.6
UniRef90_UPI00298BE20D	464	41.1
UniRef90_UPI0024B506B5	476	41.7
UniRef90_A0A3Q1JFI6	476	43.3
UniRef90_A0A7L3EHJ5	443	43.0
UniRef90_A0A3B4ZHM7	444	44.5
UniRef90_A0A8C9T143	468	43.8
UniRef90_A0A2D0RYC4	468	43.4
UniRef90_A0A671NJF7	480	42.1
UniRef90_A0ABN9DSY2	482	42.3
UniRef90_A0A2I4B2A4	438	43.2
UniRef90_A0A7L1CYJ5	438	43.5
UniRef90_A0A6P8P0Z4	542	39.0
UniRef90_A0A851V9J7	440	44.1
UniRef90_A0A3B5ANL9	476	42.1
UniRef90_UPI0034634523	477	42.0
UniRef90_A0A7K8ZCD0	469	44.4
UniRef90_A3QVN2	449	43.1
UniRef90_A1L264	439	42.8
UniRef90_A0AAR2LD81	451	40.5
UniRef90_A0A671T1E6	485	41.6
UniRef90_A0A7K8TL46	441	44.0
UniRef90_A0A8D2INN7	464	40.9
UniRef90_UPI0035BF6B28	476	42.6
UniRef90_A0A8C4ZCK5	476	42.7
UniRef90_A0A851NUN9	476	43.6
UniRef90_A0A3Q0SE19	476	41.6
UniRef90_A0A3B3T5U3	454	43.1
UniRef90_A0A7L3WUS2	443	44.0
UniRef90_UPI002ADD799A	466	43.3
UniRef90_UPI00355C6EC1	489	41.4
UniRef90_A0ACE1L7S2	445	42.4
UniRef90_A0A6P7MKE4	468	44.0
UniRef90_UPI0030FE7E16	435	44.8
UniRef90_UPI001A93EDE9	435	43.9
UniRef90_A0A6J0HLI1	435	43.9
UniRef90_UPI0035A328C6	436	41.4
UniRef90_A0A4W4E170	470	42.3
UniRef90_A0A6J2H4J2	471	44.6
UniRef90_A0A7L4GLD0	439	44.5
UniRef90_A0A2U9BFH4	462	41.3
UniRef90_UPI003B5BD081	440	43.5
UniRef90_UPI001B3A87D0	440	44.2
UniRef90_A0A6P7IBK7	474	42.5
UniRef90_A0A087YL32	475	42.9
UniRef90_UPI0040330667	465	42.1
UniRef90_A0A8C6S9H9	443	43.7
UniRef90_UPI003D9E2734	471	43.5
UniRef90_A0A7L0N547	471	43.9
UniRef90_UPI002741763A	450	42.5
UniRef90_UPI001C043698	440	41.0
UniRef90_A0A7K6R0Q2	440	44.6
UniRef90_UPI0022231136	474	41.5
UniRef90_UPI00352BB0A3	441	42.9
UniRef90_G1KX26	544	41.1
UniRef90_A0A9Q0IFH1	487	42.8
UniRef90_H2UB30	465	44.1
UniRef90_A0A3B3Y5P1	454	44.0
UniRef90_A0A8C9MK83	432	44.7
UniRef90_A0A8C6SVP9	488	43.4
UniRef90_A0A5A9NT09	599	42.0
UniRef90_UPI001C4D3019	448	43.7
UniRef90_A0A7K8JRW1	440	44.0
UniRef90_A0A3Q0SKC7	441	44.0
UniRef90_A0A8D0BGD5	475	43.6
UniRef90_UPI000F60087A	476	42.4
UniRef90_A0A663F9M9	477	43.7
UniRef90_A0A8C6TER4	466	41.7
UniRef90_UPI000A1C5BE9	469	43.3
UniRef90_A0A6P7I7J8	470	43.2
UniRef90_A0A7K9I162	437	44.1
UniRef90_A0ABM0PZA2	482	70.4
UniRef90_A0A7K5H0R0	439	44.0
UniRef90_A0ACH2KD28	473	41.9
UniRef90_A0A8C5LB78	473	40.7
UniRef90_A0A8C9ZVT8	441	44.0
UniRef90_A0A3Q3MH17	441	42.9
UniRef90_A0AA97J811	442	40.7
UniRef90_UPI002FD840ED	510	43.1
UniRef90_UPI0015B1BD3F	443	42.1
UniRef90_A0AAR2JXB2	468	42.7
UniRef90_UPI003F4E0666	549	42.8
UniRef90_A0A287D1A1	472	41.0
UniRef90_A0A3Q1KI17	440	43.8
UniRef90_A0A8C4RJR5	466	43.0
UniRef90_UPI001898B245	469	42.5
UniRef90_UPI00351F5EBE	470	42.8
UniRef90_A0A8C6SQZ5	459	43.0
UniRef90_A0A146ZW78	471	42.8
UniRef90_A3QVN3	449	42.9
UniRef90_UPI002A5ADDE7	472	42.3
UniRef90_UPI001B3AFCAC	461	43.7
UniRef90_A0A670I5N8	450	41.1
UniRef90_A0A9F2N980	473	43.5
UniRef90_A0A669D0E1	462	40.2
UniRef90_A0A7K7SKB7	440	43.9
UniRef90_A0A3Q3GBZ3	440	43.0
UniRef90_UPI00202B50C7	497	41.5
UniRef90_UPI00189AEDF3	441	43.8
UniRef90_A0A8M3ATS4	475	41.9
UniRef90_A0ACB8E7L7	487	42.0
UniRef90_A0A8D0G8B1	478	42.5
UniRef90_UPI00355C2BD1	490	40.3
UniRef90_A0A7L3BHB8	446	43.9
UniRef90_A0ABQ9DSB4	435	44.1
UniRef90_A0A093IIX9	372	47.5
UniRef90_A0ABD0WLZ5	494	44.3
UniRef90_UPI002ADE4361	439	42.6
UniRef90_A0A7K7H1C7	440	43.5
UniRef90_A0A7L4KEA1	440	42.2
UniRef90_A0AAV9R0D6	556	40.3
UniRef90_UPI0019559B02	475	42.4
UniRef90_A0A1A8AFA5	442	42.3
UniRef90_UPI004056DABA	487	44.1
UniRef90_A0A667YNU9	487	43.2
UniRef90_A0ACE1LBD9	454	42.2
UniRef90_A0AAV1EQ49	466	42.0
UniRef90_A0A9F7RGR7	478	43.1
UniRef90_A0A8C7DDF4	478	43.0
UniRef90_UPI002ADFCBAE	446	42.9
UniRef90_A0A3P8XWZ9	480	42.8
UniRef90_A0AA88NL22	469	42.8
UniRef90_A0ACF8GZH2	539	43.3
UniRef90_UPI003B82E5EC	470	40.2
UniRef90_A0A2I4B2C3	470	43.0
UniRef90_UPI002FCD36D0	473	44.2
UniRef90_A0A8C4X3J8	473	43.5
UniRef90_UPI001C4CC31A	441	42.9
UniRef90_UPI00398E8055	524	41.8
UniRef90_UPI0025A4E42C	468	42.4
UniRef90_UPI00234CF46F	468	41.9
UniRef90_A0A665T2N8	481	41.3
UniRef90_UPI0021C93384	471	41.7
UniRef90_UPI002AC87EF5	443	40.0
UniRef90_A0A7L0RSA9	443	42.8
UniRef90_A0A2G9QKB1	477	42.8
UniRef90_A0A8C4J9L4	457	43.5
UniRef90_UPI00241317F5	503	43.4
UniRef90_UPI00298C407D	470	43.0
UniRef90_A0AAD7SD18	470	42.5
UniRef90_UPI003461F977	459	40.6
UniRef90_A0ACE1MY63	493	43.6
UniRef90_UPI00375330B3	440	42.9
UniRef90_A0A7K6SCP5	440	42.5
UniRef90_UPI0035B2AC4F	476	43.0
UniRef90_A0A8C4Y509	454	44.4
UniRef90_A0A6J2VQT5	455	42.9
UniRef90_A0A9Q1FZS3	444	41.5
UniRef90_A0A8C5T1M4	433	45.8
UniRef90_UPI003A5CB5F2	435	44.1
UniRef90_A0A3B5Q2V9	470	43.4
UniRef90_A0A9Q1FL46	516	43.1
UniRef90_A0A6A5FPE0	437	45.3
UniRef90_UPI0017498DEB	638	43.9
UniRef90_A0A6I8SP25	438	43.4
UniRef90_A0A7L1DXL1	439	43.0
UniRef90_A0AAW0NFU9	451	44.8
UniRef90_A0A3B4DF51	474	40.1
UniRef90_A0A3Q1FY99	441	42.8
UniRef90_UPI00272C60A6	476	41.3
UniRef90_UPI0018864C50	466	42.5
UniRef90_UPI00298D2167	456	41.5
UniRef90_A0A1A8AC29	468	42.2
UniRef90_A0A803V346	435	43.4
UniRef90_UPI003F6BD2A3	470	43.3
UniRef90_UPI001B3AA58C	372	46.5
UniRef90_A0A7K5LI05	439	44.0
UniRef90_A0A3B3DGZ0	453	42.8
UniRef90_UPI003463ABE7	477	42.2
UniRef90_UPI00242FFBF1	502	42.6
UniRef90_UPI0037042B6F	459	43.8
UniRef90_A0A2H4Z8F4	449	43.1
UniRef90_A0A672GNM6	438	42.2
UniRef90_A0A3B1IH43	474	42.0
UniRef90_UPI00148FDACC	441	42.0
UniRef90_UPI0021F59E37	441	43.0
UniRef90_A0A851YH72	441	43.0
UniRef90_A0A663F133	441	47.5
UniRef90_A0A3B3XUK4	431	42.8
UniRef90_UPI00352256B1	512	40.7
UniRef90_A0A3B4X5K5	467	43.7
UniRef90_UPI001C8AF174	468	42.3
UniRef90_UPI002E26C527	435	42.6
UniRef90_UPI00187A66CF	435	42.6
UniRef90_UPI0037F0A509	435	43.0
UniRef90_A0A670YIA3	425	44.4
UniRef90_UPI0035A2F86A	494	43.3
UniRef90_A0A7L0ZGY3	438	43.2
UniRef90_A0A3B5QES2	473	39.2
UniRef90_UPI003463E0F6	451	44.0
UniRef90_UPI001BD302A4	441	42.0
UniRef90_A0A8C5W639	475	42.8
UniRef90_UPI00222361BE	487	42.1
UniRef90_A0A7L0FCX9	443	44.0
UniRef90_A0A8C4TJE1	436	45.1
UniRef90_UPI0036DBD534	383	45.6
UniRef90_A0A7K8ZBM5	438	43.9
UniRef90_A0A8C4XJP5	472	42.8
UniRef90_A0A3P9BWI6	450	42.9
UniRef90_UPI001B7E2809	496	50.3
UniRef90_UPI0024B5B0A3	440	42.2
UniRef90_UPI000900CE31	440	42.8
UniRef90_UPI003F58DD6E	441	42.4
UniRef90_A0AAW2A1W5	486	41.7
UniRef90_UPI001AACE5E4	476	42.3
UniRef90_A0A3Q3D8S6	466	42.8
UniRef90_A0AAV1PTQ8	444	42.0
UniRef90_A0ACB8WYG3	560	44.8
UniRef90_UPI0024C0EAF0	435	43.0
UniRef90_UPI0024ADE4ED	360	48.1
UniRef90_A0A3B4BCK8	493	41.3
UniRef90_UPI000522C883	438	41.6
UniRef90_A0ACC5WSJ6	438	42.1
UniRef90_A0A7L1L469	439	42.2
UniRef90_UPI001E8D47A3	440	41.9
UniRef90_A0A672ZXH9	441	41.4
UniRef90_A0A7K5NXS4	376	47.2
UniRef90_A0A151PF17	464	56.8
UniRef90_A0AAV2ZX49	409	46.4
UniRef90_A0A8D2LGF7	546	44.5
UniRef90_UPI002FD1571C	454	42.0
UniRef90_A0A7K9YAE1	444	43.6
UniRef90_UPI00051F0D18	481	42.4
UniRef90_UPI003B59EF73	470	41.4
UniRef90_A0A8C4ZVF8	505	42.6
UniRef90_A0A8C8VIN5	471	44.3
UniRef90_UPI001B7E84E7	506	42.4
UniRef90_UPI00405774E7	439	39.9
UniRef90_A0A8C9U419	507	40.0
UniRef90_F6WH69	484	42.1
UniRef90_A0A8C0IFQ5	475	43.2
UniRef90_A0A6P6M4A3	510	40.1
UniRef90_A0A8C4TSR2	465	42.1
UniRef90_A0A7L2B9U6	433	43.1
UniRef90_A0ACM8KYC4	433	42.0
UniRef90_A0A3Q3D1X8	434	42.9
UniRef90_A0A3B4T3N9	468	43.6
UniRef90_UPI003F4DF4B9	437	40.7
UniRef90_A0A7K9K5C7	437	44.8
UniRef90_UPI0034617C84	438	41.5
UniRef90_UPI001CC78A96	484	40.0
UniRef90_UPI0034634A06	462	43.1
UniRef90_A0AAD5FL11	474	43.0
UniRef90_A0A8C3I7Z6	419	44.8
UniRef90_A0A091WMX4	420	42.5
UniRef90_A0A091L1H9	410	43.4
UniRef90_A0A7K8NQ38	443	42.6
UniRef90_A0A087YBT2	477	42.2
UniRef90_H2LF79	445	42.9
UniRef90_A0A8D0G4H4	457	40.9
UniRef90_A0A7L0LS40	435	44.4
UniRef90_UPI003EBFDF0F	469	44.2
UniRef90_UPI001C04C13A	470	42.5
UniRef90_UPI003A5BAF28	459	43.6
UniRef90_UPI002E116862	472	42.5
UniRef90_A0A6G1PIB1	439	41.1
UniRef90_UPI001A97FC81	440	42.6
UniRef90_A0A8C5HJ96	441	42.9
UniRef90_UPI0034640990	475	43.8
UniRef90_UPI00266BCF91	512	41.7
UniRef90_UPI00289809AF	435	43.1
UniRef90_A0ABU7DFS2	470	42.1
UniRef90_UPI003081311C	437	40.7
UniRef90_A0A7L1NMV2	437	42.8
UniRef90_A0A7J8DBP7	450	42.8
UniRef90_A0A7K4KJX5	462	43.4
UniRef90_A0A7K9VI74	442	43.6
UniRef90_UPI003831E27D	468	42.5
UniRef90_A0A672N502	493	41.3
UniRef90_UPI003B5C4E92	577	42.2
UniRef90_A0A7J5Y444	602	43.6
UniRef90_UPI00346355A7	449	43.0
UniRef90_UPI0037E73032	440	41.0
UniRef90_UPI0035C02BCA	440	42.2
UniRef90_A0A7M4G079	474	44.2
UniRef90_UPI003F6E5F40	441	42.9
UniRef90_UPI0025A67706	510	40.2
UniRef90_UPI002930032A	442	40.3
UniRef90_UPI0027E1F31F	436	42.2
UniRef90_UPI00404367E8	470	41.0
UniRef90_A0A7L3PV86	437	43.5
UniRef90_A0A7L0I6I7	437	42.7
UniRef90_A0A3Q3XLF6	483	44.5
UniRef90_H2LA72	461	41.3
UniRef90_UPI001FA92A48	463	42.2
UniRef90_UPI003FA0F342	465	41.6
UniRef90_A0A2D0PHR4	465	40.8
UniRef90_A0A851XAX5	443	42.4
UniRef90_A0A3B3IJV4	467	41.3
UniRef90_A0A8N7TES9	502	41.2
UniRef90_UPI00051E2075	435	42.5
UniRef90_A0A8C3IYH8	472	41.3
UniRef90_A0A9L0IRQ0	450	43.0
UniRef90_A0A3P8PWP3	450	40.7
UniRef90_A0AAN9CHJ6	486	41.0
UniRef90_A0A667WZU3	441	42.0
UniRef90_UPI003B50BC46	475	42.2
UniRef90_A0A8C5I5F0	476	41.9
UniRef90_UPI001C4AA8AC	523	41.1
UniRef90_UPI002454EA26	466	41.1
UniRef90_UPI000530508E	435	43.2
UniRef90_A0A7K8WCY2	435	43.8
UniRef90_UPI003F585457	470	42.5
UniRef90_A0AA88T400	470	42.2
UniRef90_A0A6P5III8	482	41.6
UniRef90_A0A672VB92	614	43.5
UniRef90_H0V507	471	39.7
UniRef90_A0A1L8GP88	472	44.1
UniRef90_UPI0038320B85	450	41.2
UniRef90_A0A7L2W467	439	42.3
UniRef90_A0A091RVR2	396	44.1
UniRef90_UPI00313E63C8	451	42.0
UniRef90_UPI0007A6C79D	451	43.6
UniRef90_UPI00148BBCBC	440	43.9
UniRef90_A0A673NCJ3	430	41.3
UniRef90_UPI002AD38364	475	40.7
UniRef90_UPI0022231EB5	487	41.8
UniRef90_UPI002FE4757D	431	39.9
UniRef90_A0A3B3SML6	432	43.0
UniRef90_A0A3B5M6R8	477	42.5
UniRef90_UPI000A1C646C	466	42.5
UniRef90_A0AAJ7TKC2	514	40.7
UniRef90_UPI003B5B37FA	469	41.8
UniRef90_UPI0018647737	458	41.6
UniRef90_A0A4W6CCK8	450	43.2
UniRef90_H0XRA8	473	40.0
UniRef90_O35632	473	41.6
UniRef90_A0A8C1HX37	473	41.3
UniRef90_A0A7K7FVY0	440	43.2
UniRef90_A0A2I4B1T0	474	41.7
UniRef90_H3DBB0	464	42.8
UniRef90_A0A7K7VWW5	442	42.6
UniRef90_UPI0036044C0F	476	40.7
UniRef90_UPI0014718815	455	43.3
UniRef90_UPI002F9128ED	573	41.8
UniRef90_A0AAW0PD99	457	43.0
UniRef90_UPI001AAD2824	481	42.2
UniRef90_A0A7K6AQF4	436	42.7
UniRef90_A0A7L2WWF9	436	43.0
UniRef90_A0A6D2W2B9	473	40.2
UniRef90_A0A3Q3IU33	454	42.9
UniRef90_A0A3P9D8C3	444	42.2
UniRef90_A0ACE2Y3B5	648	41.9
UniRef90_A0A8D0AH69	445	43.5
UniRef90_A0A7K4KJV7	434	44.3
UniRef90_UPI00234CF0C1	457	40.6
UniRef90_UPI0024073307	435	42.9
UniRef90_UPI0018F680D7	515	40.7
UniRef90_A0A7K5AKB0	436	43.4
UniRef90_A0A7L0U6J6	439	44.4
UniRef90_A0A851DA15	440	42.4
UniRef90_A0A8J6ENR0	477	41.8
UniRef90_UPI001B7E654A	489	40.5
UniRef90_UPI00240657BF	467	42.4
UniRef90_A0A4W3KA60	502	41.1
UniRef90_UPI0008546D35	479	42.4
UniRef90_A0A7L0B1E3	434	43.0
UniRef90_UPI0018F30A2E	446	41.0
UniRef90_UPI003B67D4E2	482	41.1
UniRef90_A0A7J5Z387	449	44.9
UniRef90_A0A4Z2ELH9	519	41.6
UniRef90_A0A850ZTX7	439	41.7
UniRef90_A0A2K5J2E9	473	40.2
UniRef90_A0ACF8I9X4	473	40.2
UniRef90_A0A8C5XET6	473	40.0
UniRef90_A0A8B9M9N3	441	43.5
UniRef90_UPI003F4FAB9F	488	40.0
UniRef90_UPI002ACD79B9	434	42.6
UniRef90_A0A7K8PH03	434	43.4
UniRef90_A0AAD3RDK0	491	44.2
UniRef90_A0A7K6U3B9	436	42.8
UniRef90_A0AAV2M883	414	42.6
UniRef90_A0AAX6NPD3	448	42.6
UniRef90_UPI00266CF517	437	41.2
UniRef90_A0A8C4TI11	437	42.6
UniRef90_UPI0034638FF9	506	41.8
UniRef90_UPI00298C2015	438	42.1
UniRef90_A0A8T2MWW6	438	41.7
UniRef90_A0A3S2PWA8	438	42.1
UniRef90_A0A2K6GDK7	473	39.8
UniRef90_A0A8C9GAP9	473	40.2
UniRef90_A0A444URL2	451	42.2
UniRef90_A0A673NHJ3	418	42.4
UniRef90_UPI001C04A239	475	42.5
UniRef90_A0ABM4F344	435	42.2
UniRef90_A0A3Q3GC24	515	40.1
UniRef90_A0ACC2G853	505	41.8
UniRef90_A0A8C3AX53	439	40.9
UniRef90_UPI0013623601	473	40.2
UniRef90_A0A2K5YA43	473	40.2
UniRef90_A0A0D9RP14	473	40.2
UniRef90_A0A2R9AAT0	473	40.2
UniRef90_A0A096N541	473	40.2
UniRef90_A0A2K5L8R9	473	40.2
UniRef90_F7H9X1	473	40.2
UniRef90_A0A2K6NK09	473	40.2
UniRef90_A0ABD2F4C4	473	40.7
UniRef90_A0A7L3G9K1	440	41.1
UniRef90_A0A3Q2PXX0	429	40.5
UniRef90_A0A667YPD1	486	43.2
UniRef90_A0A5N5L241	464	40.3
UniRef90_A0A8C4TPL2	477	41.6
UniRef90_UPI0004F07BBC	435	43.3
UniRef90_UPI00234AFD89	458	40.6
UniRef90_UPI00352A5102	471	43.0
UniRef90_UPI0024BE11A7	438	41.2
